Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
Safer,012de293be4515ae780387a4b838cf3f08670994eb26a86bbd18341bbbbf72f74035489c512f3b55e3c09fd8d3f38db1ffa73edc8677d7a611fbf4ba92916483f133efda2cb5b22b88d199cb8c841d14819771ca5fa38b573c82c4525c1ce8a004b4854af61354b6df0c1a8edee039fc209b244ea9989eabf260d06ceafac7d900d41f6e43bcec5389fe7a5d49c932c2f99af86d16db599644e9cde646428f0ac1ccb965b0d2c6ac1e4162292e0e7450025ac3257b8a2a5bf0060d476f709d7e10ce1227d54c4fd679306836757de4ed806a9037a25e76aac57f3dafa5e51961fd4d7cb70beead4b22f5e7732321c805e166ddb3586963560fa1319517073a28,0a0d46693995c092412400f74ea7a362f5f2b996c66b3f6dbedbff08b1585c9c_00f74ea7a362f5f2b996c66b3f6dbedaff08b1585c9c0a0d46693b95c0924124_c66b3f6dbedaff08b1585c9c0a0d46683b95e092c12400f74ea7a162f5f2b996_5c9c0a0d466c3b95e192c13400f74ea6a562d5f23996c66b3f6dbcdaff08b158_c13440f74ea2a562d4f23986c66f3f6cb8fadf0871585d9c0a0d4c6c3bd5f192_3986866f3f68f8fade0871ca5d980a6e484c9bd73592f03444ff44aaa52accf2_71ca1db80afa08ce9af73560f8b2c69c71ca1db80afa08ce9af73560f8b2c69c_3f6dbedbff08b1585c9c0a0d46693994c092412400f74ea7a363f5f2b996c66b,True,False,128,1,4,20,92,1,48,45,7,6,252,3,[7|7|7|7|7|7|7|8],3,"(2, 3)","(1, 7)",-,0,-,8000b00960efb9fd10129fe469baadf8c038c2654f0694fc19de6a1b5d4ea88270ede8ec72b315c3ffabb6474401ac25c9fa8e411a21cbd30d6efe2658da320f20a99d8498059cbb228c63e7c5e173c6af245b876627f757f496b1b75c8bd55479dfaaf63ea3f111caf5d1177b9383bcbd521eebaeccd63508c88ab4e2cdbfd9d050593f4d62340a4888b5564c2e6b9ed23d3c0313fb9751754a917123be762a5ff9d4550bdc37311674d777a7e607dba42f46f3614567e30ca23b1c8518041d29a08fb25ad8a67eee8d534ba19ac10e7a49a52c81c4c7362b7f439533f26c686df00228cedd9bea5e997c1486cfe542b840782d3ae9641f92907d396fe08930,632172f22874736e1289b42624618601fe79e76e6f49bade24c747aec2c5ece5_3466e5b3e6634db000fcae2f4ba15937b26a174bd1d4fc0036cb199f369d98b0_bc7d448bf38d11cb06db3ac2f92664685899927d0d736d834e22c73f448af8f4_8f950f623a8124b8ac088fef6df78c4fc8c7bedbdfc440d4749205711bc2a7c4_5cbd27f9c30babb5ad028033a226f39ce73d9117300502d6b757430e7f92f4e8_14c87d314aec83c4d9677f6d6146bc5868f58a1adbfb9a6c8f04dd4a32f84ca0_1190b1d437c1addc06cefd51f279e8a8545e793e2afdcd80eed60fb0ae342620_5ca862611f565e0594fadcdb1dfa441ce0897ee36ced7ca681e9abe2191854e8,7,6,252,3,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
Kalyna_pi1,cebbeb92eacb13c1e93ad6b2d29017f8421556b4651c8843c55c36baf557678d31f664589ef422aa750f02b1df6d734d7c262ef7085d443e9f14c8ae5410d8bc1a6b69f3bd33abfad19b684e169591ee4c638e5bcc3c19a181497bd96f3760cae72b48fd9645fc41120d79e5898ce32030dcb76c4ab53f97d4622d06a4a5835f2adac9007ea255bf11d59ccf0e0a3d517d931bfec44709860b8f9d6a07b9b0981832714bef3b70a0e440ffc3a9e678f98b46801e38e1b8a8e00c23761d252405f16e94289a84e8a34f77d385e252f282507a2f7453b361af3935decd1f99acad722cddd087be5ea6ec04c60334fbdb59b6c201f05aeda766217f8a27c7c029d7,b46b65bceca0dcf501e5bd90e69a0ea671a678598994e3d8cd0818b29948bdbf_b2bae54d0c5b77430922ef5c08398a56831a4cedde1b8d8e5469f12e739595b5_4be931a3c3ee52cb6df0f5f6680940b1366dcc4b74a284fe888f69e75c188b16_8219f06d373b66151858c467e40fc7d281e705582c6873b9f3a9593b3e2efe4a_4630e166fd86015a12d9d439af4d7c97845a364e9e7d8ed7cdb5b2988a608337_9ae117f6de8c0b26fa0a251016b95ed0bdee2a793035b8109befb336f73e4401_9ed36cf114b6f7920c0b2c3a1bae38b3cad44113b40e9aeb098e56d26c855e7f_db64e814bbf40f81b4219c3c3767cbc4e4e45eab3fca637e0128fb01f19241e6,True,False,8,9,6,27,48,28,44,58,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,83f22aebe9bf7b9c34968d98b9698c293d88680639114c0ea056409215bcb3dc6ff826babebd31fbc3fe8061e17a32d27020a145ecd91a5db4d809a5558e3776a96710173665b195625974a3502f4bc8d08fcdd43c86121d23eff4531935e67f5ed679512214f71e4a429b41732dc15ca6a2e02ed328bbc9ae6ad15a309084f9b258cf7ec5cb97e4166cfab06d1f52990d4e0391c24d64779fddc4498a9a2438a75785c77c7de7f6b7ac2746dedf3bd79e2b0bd51375f072b69d1b013f44e587fd07f1ab9418eafc3a825f0554db008be3480cca78890aff3e5b81ee71e2da2cb8b5cc6ea86bad60c6080402e8f54fa4f3c0ce43251c21330faf47ed666393aa,ca07b1576ca9a2ddc349b3cd37188cf5e5d74442462f88c12b3497bae9025ebb_3c0f71ac7a9b34c560e8b8fa0ef256be8e94db4fce0dd72292b9bb838644205a_bad1b0fbb99101cd51e247f1c0c01e89936f3054e7102d73c9177aff6115b17e_40a12003539035b517f9f1b2a388ed4bbc5094efbcd916dcd3e1e2fafa311be2_8b24527dcbfea5e916077230bb23b62e8be8a5859296e20126f022bba0d7fcfc_1f34e54e89841c93f329bfff47e333dc4109a0e3e6be24baf9980235b2c947a0_f78d49286bc9a74a9597fdcb3196656d0b5b17d3cb62691ae040e39d4a88026f_6fd9606216a1ac0fde3ee56f0badb07484d07c4cbb866aeb5cac19e15031b479,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
Crypton_0_5,f0124c7a4716033ae69d447753ca3b0f9b9854903dac74569ede5cf386397cc491a9975f9c0d78ccfd43bf024b92603e7d1d50cbb8b97027aa96488838d76842a8d0a62e25f42c6e0cb7cee0be0b24678cecc552d9d809b4cf8f8d8b592351e3d3b118f8d405a2db826c00468aafdabc991aadb31f0e714fc72be52ae2582906f6fef9196beabbc2a355a1df6f4583698e7b723ceeff07a5e8f10a1c75e12f21d2b63ff773b25d7935801741947e15edb5d5931420617631c96aab34a0a41ebae7134ec6d6877fbd846226956d4d572804644a1101406508b0e932cd81662d5befa7fbddf2335a63c1e4c3aedcfc2210fa9fd1859a1b5e30ebc8894937c036f5,a71f3f1f1b0009b9b507922b23b14de7150df1db8fb71e272b3825979b2b2301_ab4537ddaa66725d0362a8d93336bab735c04a99d13e8ca2e44d53c8cec43d1d_d1816ab7674296c1bef1a1bef3be95775e4ca24aa082dafd51f1c54268704989_d0f7b07c850848d2c8cf75ff1a2e0a4f205bc09f50b812223277a55d6fdf5aab_0f73384dca84b0c4c700a0c44d3b987e6ab7f28c1f7335c95d3b95fa6733e28c_d04a3a0b68437dfd684bf54e58f93a0385b4aa300787d7fc228385bcd7f48f34_51734cf7a404467fc644243f447759f39bba79c1ab08b68ca388be0c1b81f9fa_9d2e05afda5878e305a7cddcf2e2ff5c47dd20a3ff54a21020ab172f2811da50,True,False,16,10,8,26,80,12,64,21,6,4,224,1,[6|7|7|7|7|7|7|8],0,"(2, 2)","(1, 7)",-,0,-,6ad42b06d0657f96d7569a4d4825750fefd301c1b3ae05aa628371f59b31be74b49fee5d4e44ca37cf7e7b7946de439ef7b7dae5bba8fefc3c1d070e93142fa2d5ab3f290a8d6b043afbd22c02cdc277325e530c128917ce7d5ce6df1aa6f6232eb5c9e7d1d6dd4f3e8fb98469cc478c367692a4169cb60b26a703911e30adc6a9dc688ec8f31cc53bfa6c5b505a905913202db2accb39221170f410240918f1bc8a6688bd9742e1402138ba1572eb6dd861a57357b0a1493435bf866fc74c2afde887ea1f52c378f9b80d3327db4a5841f2a06064b1c43d55546e67ece3198b4b9d7c5fe97a08c098d985f851af94e00099e41b45ff80a36382f0e2ed288195,dee6ef92b066234f2c6548bb843842bbca6cae7e6ca0662390ffa1475abb0592_1d349abd3f5be1eb709be1c48620beb6800270fc4f86e64100cd7f7c8d0b5b73_3da4a8343cbe1b8b976eee9596de0725634b150be5018b4ec1fb0e85edb16065_842a5b2e43a2abb107393c31cf49fb62387705725b57870533d7ae8bfc1247d2_302a2b7fd480e79bd481cc1b6074af5f50a0b7c51baa2b7e4bf4af5e50a19c45_9034640e1fd014157f149035141404cad37bebeb6fcaa8a56fcbb3bfc861ebea_0ba82029ac02787cbc18686600a92b2897d743a9fcd7d756dc57f7d653b387cd_d1ba361be9a13d5536ded2b0a16589a14e8056de8964a26f561b4d8a3e5fe964,6,5,128,127,[6|7|7|7|7|7|7|8],0,"(2, 2)","(1, 7)",-
MD2,292e43c9a2d87c013d3654a1ecf0061362a705f3c0c7738c98932bd9bc4c82ca1e9b573cfdd4e01667426f188a17e512be4ec4d6da9ede49a0fbf58ebb2fee7aa968799115b2073f94c210890b225f21807f5d9a5a903227353ecce7bff79703ff1930b348a5b5d1d75e922aac56aac64fb838d296a47db676fc6be29c7404f1459d705964718720865bcf65e62da8021b6025adaeb0b9f61c46616934407e0f5547a323dd51af3ac35cf9cebac5ea262c530d6e85288409d3dfcdf441814d526adc37c86cc1abfa24e17b080cbdb14a7888958be363e86de9cbd5fe3b001d39f2efb70e6658d0e4a67772f8eb754b0a314450b48fed1f1adb998d339f118314,573819c70f5e62ea2f507d5400f855429abad5e97c290b295f7d5072dbba3838_01267ef30ff186bbdf0a6f336e821e3daf49a3912c164206c6de4774a879346c_08293f9799f167d50829d4cc5cfe78b4afe6586d3bc2a0a7f7014558144b3b53_bbcd2e65dc0564868b0216b151e1022eb3de27cf737e45bc9679a8bf1b48a760_17f0d82adbcbbcdb46ad5ed0c959660a16475a13161e5887faf31c1bbd80116b_947a239e4c8431164e5daa53d39c3d5373f1b3617f8641d06c6f65bd30a65742_59d0d71f1a3884c5830ad9cec29197400d99ef09fada72e0fa7bb787c66bc216_7f717206d7bc66647796257f8c4d2e6b844101ebf986d8dd368065160e6e898d,True,False,10,17,4,25,76,1,32,56,7,6,254,1,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,dd078f5f7e120e46cbb7ef4cccb2e39f4afd2f0fff44272d2b61f79098de20f6874f4da3c892af57b5006b1ab08d013d62f056fb9c5809c272dfa7dc230859479dbc2902f18099a16437cfee1dbe3170f2a5bfb10aa06d22e5835489a952694e919a10d5848be428419bc07ac4d7b32a8285ea167ded78e9d0423fca06769e5150bd1efeb6b48886d14b2cd317fa3bf455436a1948d2745e18f953217c8135fc380b04a27565e8118e406ec66c9394a695ce4563f36677e27196ac3c1ccd305c14c549a832ad6f15c3031fd95abaab8ae66773b825da3368051b34f8c1a436b926c97bd4e72e8c5bd6d8aeec0cf53ee10d7fe013bb3a975debaac7397924db60,4754af5ab829e92a2693e948a220a9fa49a7767b1b2f2cf30e9a3179bc12f705_d586ab9e18a71946a1fe1e7096f7ab09abf43d48e5418d10cbaf0496a6335d99_bb36ec35ecdf60784df89479da44e43a24f4c8c051efeb96150b9548c7d66610_58fa638cce6c3c91db516091d7e9f93fe5586a0f240df2534b3e99a0bc12a239_5bb35ee68aa8fc6cbc021543939c664e4cf48aa2d8543c476a78ac56319f9d5d_24c37d79651304e3be67dd34d0c194be743a305885463f038e14a1c7a4fe9edf_477a45b54267f75002faad0a04a67a9c7e0dea22a2952e08978d0ceba55de7fe_5ddba09693564fe6215d20b26e0b5b0284b263295b4e56d5d648e5cf07dec70f,7,6,254,1,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
Chiasmus,6533cfb93764cdf3263ac1a2728a8fe3fd56b30f102b3ea0bd1eab1d9ce28798a8d3b4df92753b3920a5fa1bbe90f609e561c4c906c2a61cf9947b537301259a1affe95a76134b95ac0bc7b2b8d617a927ebd15cc39b22158e40115e5716d0b05d7931bbea4fd9de000ad7ad3f99683466f04435895481b1842a8b6fc043fe9648820cda74bc21f1672edb49e4d5715929e0a130dd916bb7b669c580aa6da32c0578ba511407d4ec7ecc24629edc8cd81f46e89f4ea48532cea7fce197ae2d527d0e6c835fbf187c36630defc85b55124af27038f8af8677470423026e4c5803507a3d28f5e741f445606a08887f9d934dd22feee6cbedfbcaf719b5428dc63c,6bfad0b0007218283f6cf2c45db634aad5d22cd8c136bd86836d761ff585eccc_53fb27f371977a958d16abca2652fd99782744f35a1e245e1d2f442a200394e5_8adc26be14be0ba56ea40d86f3cf53f04a8bd81e80439916554357e525e59bbb_8e82e097409ee1f19489b15e01b8e4b8c0aab4cffcac78bb9f807cfe9b57129a_a5ed7c0e70393cf7651df386b2518e2d4e107afb092a934f85889cc99f69624c_ea5d61b433e04db7777b77f1a5903334c92d9ca13989659242d5522c5b4b4175_53bea4229de3ab3ab39b192451c0070aee0116b839736e7b9c705c5a666efb96_2ee5e17485a06e395a49002966f5edc02cd83c6f14b7c6e67d0b8aea4d2dc4df,True,False,4,255,4,29,32,1275,32,57,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,683ddbdfd9a034a5eb2f694982cac113145acf45a4575d4ec6fa402b371b19b0288656daaa3e0850e39079159fbe89f29362b7016f73c804d3270926ffe2166c59e6fc7d72e8b1d8808bd046ddf0b465e0a3bf3b75ce115cde8f43cd53605bc4e931abc9050070886e99ea96c29ddc7bd28e0c3c842544d7a161e13ac7c0a8ed9b7681c378b6d61eec740d7aaefd580e2d9524ef39477fbc1f6d3f551ceeacb317920b9eb52936b9204f9c1a486bbdd55f774b1222fb98974c03a26385182cc57c0a3554329afe4acc33f8f5a906b8025e52f121a68d4d6aaf66838aad94672391bb1d0f8c30f4e5b2426451a7f6f3cb7187d107e7e42ef9d4382af7ba107e41,19b6f1d33d345d6094e0c49ae08a316df5937e8d8b2777e63145f31a831471bc_c9b5eec042c70dc98927b2002a686b5ab6c1d549fdb1bcbfb172858c07ee6d1d_5ef175e2d39c5e554c3261f0e6dd3b32cf288547201fe07eba36a5319a1007e3_7b85696720074e7d20ebccdb9dd26af30889ea4251dc74dd5125beacf263805e_56c0801e19e155e361657eac77d9fd91c80ee78d4bac12ad945074796ac62f1f_497a34dc7371294dd183c6597fefb7e290fe69108bb4d80eda94382611fd02ca_5c5af30acf93a2f20ebf2a4fa56898eb18839d04572e0a127b37b13e3ba6b30c_889fd88fd56c1a049aa7e2b58f7b240d97a0a21f5e5e9249173d5d00786ccf9e,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
Kalyna_pi2,93d99ab5982245fcba6adf029fdc51594a172bc294f4bba362e471d4cd7016e1493cc0d85c9bad8553a17ac82de0d172a62cc4e37678b7b4093b0e414cdeb29025a5d7031100c32e92ef4e129d7dcb3510d54f9e4da955c6d07b1897d336e64856818f77cc9cb9e2acb82f15a47cda381e0b05d6146e6c7e66fdb1e560af5e3387c9f05d6d3f888dc7f71de9eced802927cf99a8500f3724283095d23e5b4083b369571f071c8abc20ebce8eabee31a273f9ca3a1afb0dc1fefaf26fbd96dd4352b608f3aebe19893226b0ea4b6484826bf579bf015f75631b233d682a65e891f6ff1358f1470a7fc5a7e7615a0646444204a0db398654aa8c34218bf80c7467,19ac0713c00accba77a6bec18c0e7bc72e0853f659aa5346e0cd6aec9af8359f_d049ddbb68e73809cfa7260668123b1e5be86099d3d66644383ced1dbf29e6c2_d6940e937ecf2f3a1f2bf38313c9ba34bfe0b7c86220a28342fbb642a7e403a8_5258109f856e056b773b40ad3e54062cc699ea693f4bb914e2f0c53a6c72f59f_399810ca5d2d18f45b7e3eea312ebcfa62e3e774863c768037221c7b1045b796_e362e7a3246a623279402cbc14e337b96bfd3d3d68deb68734d710d25a3234c8_88a976e713a99b3baf3dbe5db8630321e1ab448d7a8c4fcc6659852041cf1f25_8c180fb6a7ff10c8d8e3521fa467afbbae060c4e1a76f25f0b4853e194c6d44b,True,False,8,7,4,26,48,42,40,61,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,45d40b43f172eda4c238e671fdb63a9550444be2746b1e115ac6b4d8a58a70a3a8fa05d99740c990988fdc12312c476a99aec87ff94f5d966ff4b33921da9c859e3bf0bfef06eee55f2010cc3c544a52940ec028f65660a2e30fec9d24837ed57ceb18d7cddd78ffdba109d0768475bb1d1a2fb0fed6346335d22a596d4d77e78e61cf9fce27f58086c7a6fbf887ab623fdf4800149abd5b04920225654c530cf229af176c4130e99355f7ac6826c47dca7a3ea03703c13669660816a7bcc5d322b7134632e857882b81b24e641caa91582e9b5c1b51734223016ef30dbe3d0a2d1f6733197b5eeade8bcba98c8dad4982e4bac315d1e089fcb1b9b50779b8e1,cfef7f802804c6a2f0494d8502627fdd8238abbaad9508dde69707dbbe08b5d2_a16a85e40ce91868c343d6b170869a56fab059fbc574e9d4237cc46a4b3f1d7b_ef4648ad6d425533339ebcd71841dc62d5dcd2c355d812de1f1ab003d4387ef0_6f34017a687da456a896874942f318484b7bd9edc831b50f6ed91d9a4dd1fa32_6584fff3f41f69a025079896a0e7581d3c1785f74e0a595b697fa74b29645244_19127147740a384a7a94ee1cb953277df17570b9de3339f9c3ea66141652b4c3_100d07eeadd64d5f9ab7250d46a3ef3dc6b6918a63b2c17b25aaca12a36c652c_beb8ee3f5b748346d17087ae58c36a6ef985c7baab00019a9d79525c90a4985d,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
FLY,009bc2155d844cd16738efb07e2bf6a3b9aa36782f6ee3f7125c9ad489cd01452c6344de02963970bae41857a1f58bce5187edffb5a8ca1bdf906c3246037d29d5f2205bcc3104bda6418e79ea9f681c48e6698a13779eaff305cb2db4d03752c43e93ac40e922567b8df1061762bfda1d7f07b1dbfa65882ec9a543583ce0947621abfd6a3fb7e2dd4f538cc019950883c54e091450d89cf4ee27613b7aa2b6fea981c6e8bc1f5a3572990ad347246d0b4d752397d26034c816a0bbfce15e8fe7981a64ae4b71850cb33dcf5528d9f0b2dc5f30f90d26c391a7741e82664aeb6f10b8d78673fb0e592a42e59da433c73a54ec92c125ad49806bd6f80fbe7c11,2d5cb85c9393ca93bd30143fc3c359ccc6b8c62d35ca3593037ef3283cc3cca6_4e968d69e496d8697166b2992b6617995a72a5b1a5275a1b554daa8eaae855d4_6a656a65a659a6593cccc333ff0000ff656a656a59a659a6cc3c33c300ffff00_ec0b516e0d1fd6465ab417e1b1f06569b03bd586f170a8ab4b992de80f8d5a9a_7ac513c5c8366d36d9038cf332ccab3c33b3c32a0ccdfc98c5ecc549363b3652_7466b8992e661d99d296e16987964b69a5475a8b5ae2a5d1551eaa2daab45578_3609c6f9fac50a35ca393ac9f60506f50936f9c6c5fa350a39cac93a05f6f506_92f0d96983b45ee1a81fb5461c0b676e0e5f57244fb42aa9e19f7842f0d1a59a,True,False,16,250,0,0,64,396,0,0,5,3,224,7,[5|6|7|7|7|7|7|8],41,"(6, 1)","(2, 7)",-,0,-,001e243d46596b728f93abb0c8d5e7fce1ff18549403b96c2a8dc2374f70dba6428166b3aef5d69acd3fe90d205b7814d3453beeb7a8125e0926f09c7dca61856449ea7b221f3cad50f7dec506b1928995305f8af1cc672b7ce8a7431904bed2b69b6d21c376dd084e5284f93aaf15e027c6a9e5dab28055134b9d68fe3e0c71f8a2dc9005c7e431771c532e8b694abf39d8f3627f8e25b4c1aa1a0197ec564dba2c9e0fed7a48d935a1118263f6c4570b73d0c95c349f86e21028bba547fd6e8cf402d76091a3efb879365a441d2fcb5d07b5ac1b40fae396ce6f74d18823387ebd871629eb51c0a4654cdff232990acf6a4158982d0e17fbd475e6bc83a033,7b1159a633cc81eb59cc6a9533a6906f147eac53c639ee84ac3905fac653ff00_0f0f1ee11ee19a9ae11ef0f0e11e65659a9a8b748b740f0f748b6565748bf0f0_dd223333cccc47d2dd22333322dda9c3b82db82d47d222dd563c563ca9c3cccc_9798784b99552f2a4a76a5a55497878db5b05a63d11767681cd5e2e8685eaaaa_117bcc33a659eb81cc5900ffa633fa057e1439c653ac84ee39ac6f9053c6956a_1ee10f0f0f0f748bf0f0e11ef0f08b74748b656565651ee19a9a8b749a9ae11e_a9c3b82d47d2cccca9c3b82d563cdd2233333333cccc563c22dd22dddd2247d2_a5a54a765497e2e8784b97989955b5b0878d685e1cd5aaaad1172f2a5a636768,5,2,224,3,[5|6|7|7|7|7|7|8],49,"(6, 2)","(1, 7)",-
CLEFIA_S1,6cdac3e94e9d0a3db836b43813340cd9bf74948fb79ce5dc9e07494f982cb09312ebcdb392e74160e321273be619d20e9111c73f2a8ea1bc2bc8c50f5bf3878bfbf5de20c6a784ced86551c9a4ef4353255d9b31e83e0dd780ff698aba0b735c6e541562f6353052a316d32832faaa5ecfeaed783358097b63c0c1461edfa9995504c486397782ec4018909759dd831f9a370624647ca556480885d06126ca6f7e6ab671a07005d1458c231cf0ee89ad7a4bc22fdb5a4d7667172df4cbb14aa8b522473ad5104c72cc00f9e0fde2feaef85fabf11b4281d6be4429a657b9aff2d47566bb689f5002013c7f8d1a88bdacf7e47996a2fc6db26b03e12e7d14951d,44bbe829e9cdfd11b814f2944c416ccce60765101b9439f7e6e5513ed1fd852e_1567045792ab7dd459f731abd9b031a52fafa49bc692ef97360451e60cc2801f_1df7c61eed0dfc8bad89b43fb07a00b0419e79795639322b21d81faa60532f89_f0ad566bb19b54b92ab118ad08a3be31b0b8b6f6d2ae8507308b6819d1b7bfa2_9964fe386517d548d47bea03c321b290f0efe801be7629859bb8a8063da9c9fb_f86bce275b82d1550fc8ab45a4fea8af3805823782e332f64cac94242bff66b1_0b9914acd9b6e08e53bf2407e087c8683993f7997aa4e0b5f93cdd3b8b191256_d7454d2a745e1415375ac5c89442f831e5d5052466cfee23fd4f2f6e8e5990ac,True,False,4,255,4,32,32,1275,32,62,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,c9e8e7f981a692199976065d0e562f3bc531200cfd6269b9892decd4abff7c8f4329c1aa93509d2a6bda34381dbafbb366536c740d6509910b84c32be90755338826d54ed9a87bc2981abeb1c6b6041be64a674f618097dc758cb53c5f516fd1279c63789449e2b8e45aa1f800f6609fa5a3c75e11e1b78573f2b07795fca0ea58d6868e469a833eedae5b3fa9eb35138a30241f12fef38b1c7f9052150518e5a436f4684c96db45bf7e6ed2efafcfde1ebdf7230ac0a21408dd5ce337eed810797ab202823a4432394b9ebcc82247709ba72e6ae0c4d757480f01b4178d427dcbfacd28f1162c25540371218772ad4dacd3df3dbb4164f0d0ca6d40f5ccce59,7397501728731c146a66f96584e1336ef6e7add286e13db51680e25cbd91017f_ffe6a517c1f8d2436e24dedc8a602513ab2c6b6cf19f10dc542f43256c712a0f_14d96cda881ea9a7384e370f82667b80ef636dcd4d152c62982ded8a76f6c22e_919e253298c18da7d6878b665f7acca33f58aa9abdc0af54c08afe706892abc8_e61dc04fa30d1f236713f75843a93fa9a0088aaa5a8a877919547bcaf7d8d98b_744dd1e4bae64c403687f7b7b32c4b9e38cda1135fcd740e623d1440ee197e24_4216322352cf66be385dff620af9aefe8b4ea245504fb6caad03e399b020f664_943ede95b6c343011a0e71c0b2c8fd4019f78425f55c8854fdf2d157b3d3c99d,7,7,255,255,[7|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
Crypton_1_0_S0,63ec59aadb8e66c0373c14ff1344a9913b788defc22af0d7619ea5bc48151247ed421a3338c81790a6d55d656afe8fa193ca2f0c6858dff44511a0a72296fb7d1db484e0bf57e90a4e83cc7a7139c732743dde5085066f53e8ad8219e1ba36cb0e28f39b4a62941fbdf66741d8d12da486b701c5b07502f92c296ed25f8bfc5ae47fdd0755b12b8972183a4cb6e380ce49cf6bb9f20ddc649546f7109a20a23fd687703e21fd4d7bc3ae098a04b354f8300056d4e725bbac9873eac99d4f7e03ab92a8430ffa245c1e603197cdc679f55ee534761c81b2af0b5bd9e2276dd088c151e69c77be9923daeb522eb508056cb81ba3698cd34026f1c49f35ee7c4b16,1735136dcce2b8271dd8ab23555af0a5689bb34cb714465e6cc3e3a10edcc8ba_736887176e0bf2a86e1cc1e506d7a917dca83e3491cd5d68c1f23e2391da28d7_398d9ab438cec66546f1a2bce49c356347b2c7267343b85adc94b9190d6b4b4b_ad23157a465dcda2534de0ad9d581736d8b233cc688fb833e2e126dc6ac39f14_741bab68a79151b57dc08ee8906f8ec6f780519bab462dd1c07e74351a2f4a3e_be90d83c309fb9d070bc526b87e2981f552bc7c142774537a9cc6f41ae8c2f62_d4a60fb41bc9293be6542b8bd616b54abc4306bde4e4cbb07847714ec2b91979_4d2e52d337a2dc19ba7025f2852f20fe32ae6d8c9ad27271cb45ce49a58dd915,True,False,10,7,0,0,64,6,0,0,6,6,255,255,[6|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-,0,-,b17276bfacee5583edaa47d8339560c49b391e0c0a1dff26895b22f1d440c8679da43ce7c6b5f7dc61791586786eeb32b0ca4f23d2fb5e08244d8a100951a39ff66b21c30d38991f1c9064fe8ba648bd53e1ea57ae84b24535027fd9c72ad07cc9186500972b066a34f32c92efdd7a56a24c88b95075d3e411ce4ba7fd3fbe818ed55a49425470a1df87ab7df412052e270fc13066983dcbb8e69c63e3bc19fa3a2f9ef26f1a283bc20e03c0b759a9d77485d6ad41ec8c71f0935db61b68e54407e014a8f973cd4e25bb315f4acc8f91de6d7bf5b329a0176cdae80496825236435cdb8d80d1e2b45846bae90120fc1316f8946237cf699aaf77c53e7ea52d0b,25a64cfc3659e25a4b6ed90cb7a41783dacd3a115876ba49c43348fb5941abb9_166a4b67470f38f2e5b5a9189a94197e16f2f285dc8f4c0b227673d8fa40cd66_7b5a6cc0857e073a69a950dbbb599cc078a957a4a556ac274129f36e8cc2533f_1a97c5a6d29d8e341f85b0ade56839667178eb12cd498be1a87196e51a67384f_d9e24d0e07277ad8346862f7e5e28d0d760e74a3ac14d9f296e67285437f0b38_7f35428a998b69c5cc6f92162653db237aa2b55495b8ad9183442cff90eca57c_9bb98645f2955aa11a0497bf9a93a7156e41daf0365d388bc47ee85886d516ae_e770982d00becf71569af49258c74f8abd6832351d8b90def22c47698b6335c9,6,6,255,255,[6|7|7|7|7|7|7|8],0,"(1, 7)","(1, 7)",-
