Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
MISTY,1b32335a3b1017545b1a72736b2c66491f24136c372e3f4a5d0f405625511c040b46200d7b3544422b1e41144b79156f0e550936740c6753280a7e38020760291912652f303908685f782a4c6445753d594803577c4f623c1d215e276a704d3a016d6e6318772305267600312d7a7f61502211064716524e713e6943345c587d,edd1e22e747b7b8444d2b4d22d88dd88_9702fb6ebad0d6bccd58a134107a7c16_f3656a30a599c3330c9a6a3069550fff_e6807016d5b38fe98f25b31943e9b319_b2b853a64db8f90c247bca6adb7b60c0_0afa636c9c6c050a36c993930af55f5f_8d14d8eb4b2de12da0c6f53933559955,True,False,2,8128,2,17,16,8128,16,21,3,3,127,127,[3|5|5|6|6|6|7],0,"(3, 1)","(1, 6)",-,0,-,6a603c521f67733d4632392035233019057241122b2e7506644009001e58291022597166111c685b383f4a280d6c1543446b01027c2533143b455f04574f79161a2a277b264d2174510f172c4b5e7755701d763707311b537e5003087d185a483e6f56634c420e36477a5c0c1361622f5d780a0b344e6965492d6d24547f3a6e,b5e3673ed385f1a87613a4ce2346016b_eed2e28b112d48de41722b4d41727ee7_7013168573efe589d5d043b6b04ad6dc_e76f8e53f9423a2b65123fe274308495_beb18dd7111eeeb4beb1722811e111b4_e02cd3ef45dc761fb54a868910ba2379_27c9b10a14fad76c7766d2964455b4f0,3,3,127,127,[3|5|5|6|6|6|7],0,"(3, 1)","(1, 6)",-
